,Sno,Customer_number,Insurance,balance,housing,loan,contact,duration,campaign,last_contact_day,previous,poutcome,Term Deposit,Count_Txn
34585,34585,35586,no,0.0,yes,no,cellular,184.0,1,334,2,failure,no,136.0
34586,34586,35587,no,3677.0,yes,no,cellular,325.0,2,1,0,,no,342.0
34587,34587,35588,no,98.0,yes,no,cellular,360.0,1,365,2,failure,no,335.0
34588,34588,35589,no,121.0,yes,no,cellular,245.0,5,1,0,,no,404.0
34589,34589,35590,no,3921.0,yes,no,cellular,168.0,1,1,0,,no,404.0
34590,34590,35591,no,1133.0,yes,no,cellular,131.0,1,1,0,,no,282.0
34591,34591,35592,no,258.0,yes,no,cellular,37.0,1,1,0,,no,103.0
34592,34592,35593,no,617.0,yes,no,cellular,257.0,1,1,0,,no,483.0
34593,34593,35594,no,11.0,yes,no,cellular,247.0,1,1,0,,no,235.0
34594,34594,35595,no,108.0,yes,no,cellular,348.0,1,1,0,,no,227.0
34595,34595,35596,no,992.0,yes,yes,cellular,335.0,1,295,3,failure,no,164.0
34596,34596,35597,no,0.0,yes,no,cellular,127.0,1,1,0,,no,414.0
34597,34597,35598,no,1649.0,yes,no,cellular,217.0,2,1,0,,no,196.0
34598,34598,35599,no,169.0,yes,no,cellular,71.0,1,1,0,,no,183.0
34599,34599,35600,no,1.0,yes,yes,cellular,58.0,1,1,0,,no,493.0
34600,34600,35601,no,75.0,no,no,cellular,104.0,3,256,9,failure,no,133.0
34601,34601,35602,no,441.0,yes,no,cellular,352.0,1,1,0,,no,424.0
34602,34602,35603,no,0.0,no,no,cellular,398.0,2,165,4,failure,no,278.0
34603,34603,35604,no,11.0,yes,yes,cellular,399.0,1,1,0,,no,172.0
34604,34604,35605,no,1432.0,yes,no,cellular,54.0,3,1,0,,no,332.0
34605,34605,35606,no,686.0,yes,no,cellular,253.0,3,280,2,failure,no,423.0
34606,34606,35607,no,0.0,yes,no,cellular,310.0,1,1,0,,no,347.0
34607,34607,35608,no,280.0,no,no,telephone,92.0,3,1,0,,no,305.0
34608,34608,35609,no,3043.0,yes,no,cellular,249.0,1,300,1,failure,no,325.0
34609,34609,35610,no,738.0,yes,no,cellular,303.0,1,1,0,,no,310.0
34610,34610,35611,no,731.0,yes,no,cellular,160.0,1,1,0,,no,486.0
34611,34611,35612,no,100.0,yes,no,cellular,227.0,1,1,0,,no,320.0
34612,34612,35613,no,415.0,yes,no,cellular,316.0,1,337,4,success,no,193.0
34613,34613,35614,no,258.0,yes,no,cellular,65.0,3,342,1,other,no,144.0
34614,34614,35615,no,3.0,yes,no,cellular,41.0,1,1,0,,no,132.0
34615,34615,35616,no,1239.0,yes,no,cellular,60.0,2,347,1,failure,no,318.0
34616,34616,35617,no,0.0,yes,no,cellular,246.0,1,344,1,failure,no,266.0
34617,34617,35618,no,38.0,yes,no,cellular,157.0,4,1,0,,no,233.0
34618,34618,35619,no,170.0,yes,no,cellular,200.0,2,294,4,other,no,268.0
34619,34619,35620,no,755.0,yes,yes,cellular,162.0,1,337,1,failure,no,220.0
34620,34620,35621,no,258.0,yes,no,cellular,259.0,1,1,0,,no,382.0
34621,34621,35622,no,33.0,yes,no,cellular,290.0,2,1,0,,no,461.0
34622,34622,35623,no,0.0,yes,no,cellular,387.0,2,287,1,failure,no,195.0
34623,34623,35624,no,57.0,no,no,cellular,253.0,1,342,1,success,no,161.0
34624,34624,35625,no,0.0,no,no,cellular,74.0,1,168,4,failure,no,258.0
34625,34625,35626,no,343.0,yes,no,cellular,301.0,2,1,0,,no,299.0
34626,34626,35627,no,224.0,yes,no,cellular,106.0,1,1,0,,no,304.0
34627,34627,35628,no,76.0,no,no,cellular,283.0,1,362,9,failure,no,260.0
34628,34628,35629,no,89.0,yes,no,cellular,159.0,1,1,0,,no,347.0
34629,34629,35630,no,273.0,yes,no,cellular,64.0,1,1,0,,no,365.0
34630,34630,35631,no,171.0,yes,yes,cellular,343.0,4,167,6,other,no,462.0
34631,34631,35632,no,1480.0,yes,no,cellular,223.0,1,1,0,,no,113.0
34632,34632,35633,no,463.0,yes,no,cellular,496.0,1,343,3,failure,no,118.0
34633,34633,35634,no,0.0,no,no,cellular,113.0,2,1,0,,no,403.0
34634,34634,35635,no,298.0,yes,no,cellular,397.0,1,1,0,,no,291.0
34635,34635,35636,no,218.0,yes,no,cellular,876.0,1,1,0,,no,382.0
34636,34636,35637,no,784.0,yes,no,cellular,101.0,2,1,0,,no,229.0
34637,34637,35638,no,0.0,yes,yes,cellular,334.0,1,1,0,,no,189.0
34638,34638,35639,no,326.0,yes,no,cellular,788.0,1,1,0,,yes,325.0
34639,34639,35640,no,769.0,yes,no,cellular,183.0,1,265,2,failure,no,167.0
34640,34640,35641,no,122.0,yes,no,cellular,355.0,2,1,0,,no,448.0
34641,34641,35642,no,395.0,yes,no,cellular,894.0,1,1,0,,yes,119.0
34642,34642,35643,no,2159.0,yes,no,cellular,1101.0,1,1,0,,no,296.0
34643,34643,35644,no,290.0,yes,no,cellular,128.0,1,336,1,other,no,163.0
34644,34644,35645,no,293.0,yes,no,telephone,170.0,2,1,0,,no,281.0
34645,34645,35646,no,582.0,yes,no,cellular,325.0,2,1,0,,no,465.0
34646,34646,35647,no,0.0,yes,no,cellular,150.0,2,342,2,failure,no,131.0
34647,34647,35648,no,27.0,yes,yes,cellular,442.0,2,278,3,failure,no,131.0
34648,34648,35649,no,716.0,yes,no,cellular,444.0,2,1,0,,no,198.0
34649,34649,35650,no,7620.0,yes,no,cellular,85.0,8,1,0,,no,208.0
34650,34650,35651,no,1217.0,yes,no,cellular,83.0,9,168,2,other,no,202.0
34651,34651,35652,no,626.0,yes,yes,cellular,369.0,2,278,5,failure,no,489.0
34652,34652,35653,no,676.0,yes,no,cellular,281.0,2,1,0,,no,102.0
34653,34653,35654,no,251.0,yes,no,cellular,304.0,2,259,2,failure,no,233.0
34654,34654,35655,no,4761.0,yes,no,cellular,159.0,2,350,2,failure,no,449.0
34655,34655,35656,no,9328.0,yes,no,cellular,725.0,3,1,0,,yes,348.0
34656,34656,35657,no,0.0,yes,no,cellular,263.0,2,1,0,,no,469.0
34657,34657,35658,no,8339.0,yes,no,cellular,335.0,2,165,5,other,no,188.0
34658,34658,35659,no,6432.0,yes,no,cellular,334.0,6,165,5,failure,no,182.0
34659,34659,35660,no,368.0,yes,no,cellular,414.0,5,361,3,other,no,177.0
34660,34660,35661,no,0.0,yes,no,cellular,342.0,2,1,0,,no,323.0
34661,34661,35662,no,5314.0,yes,no,cellular,200.0,3,1,0,,no,261.0
34662,34662,35663,no,0.0,yes,yes,cellular,297.0,2,167,1,failure,no,109.0
34663,34663,35664,no,6352.0,yes,no,cellular,338.0,4,288,2,other,no,147.0
34664,34664,35665,no,6.0,yes,no,cellular,279.0,2,342,2,failure,no,332.0
34665,34665,35666,no,345.0,yes,no,cellular,318.0,3,1,0,,no,148.0
34666,34666,35667,no,176.0,yes,no,cellular,147.0,2,347,1,failure,no,352.0
34667,34667,35668,no,2345.0,yes,yes,cellular,306.0,2,1,0,,no,322.0
34668,34668,35669,no,738.0,yes,no,cellular,81.0,9,1,0,,no,166.0
34669,34669,35670,no,914.0,yes,no,cellular,176.0,2,341,3,failure,no,298.0
34670,34670,35671,no,522.0,yes,yes,cellular,670.0,2,286,6,failure,yes,229.0
34671,34671,35672,no,703.0,no,no,cellular,1100.0,3,1,0,,no,372.0
34672,34672,35673,no,67.0,yes,no,cellular,192.0,2,1,0,,no,195.0
34673,34673,35674,no,341.0,yes,yes,cellular,77.0,2,1,0,,no,332.0
34674,34674,35675,no,104.0,yes,no,cellular,124.0,2,344,1,other,no,135.0
34675,34675,35676,no,291.0,no,no,telephone,291.0,5,1,0,,no,245.0
34676,34676,35677,no,103.0,yes,no,cellular,122.0,2,344,2,failure,no,393.0
34677,34677,35678,no,519.0,yes,yes,cellular,180.0,3,166,15,failure,no,448.0
34678,34678,35679,no,221.0,yes,no,cellular,178.0,2,363,3,failure,no,112.0
34679,34679,35680,no,565.0,yes,yes,cellular,157.0,7,250,3,failure,no,443.0
34680,34680,35681,no,8564.0,yes,no,cellular,211.0,2,347,1,failure,no,484.0
34681,34681,35682,no,1286.0,yes,no,cellular,862.0,3,337,1,other,yes,245.0
34682,34682,35683,no,2152.0,yes,no,cellular,319.0,2,169,1,failure,no,488.0
34683,34683,35684,no,0.0,no,no,cellular,272.0,3,1,0,,no,158.0
34684,34684,35685,no,805.0,yes,no,cellular,169.0,2,1,0,,no,308.0
34685,34685,35686,no,906.0,yes,no,cellular,67.0,4,1,0,,no,102.0
34686,34686,35687,no,111.0,yes,no,cellular,75.0,7,1,0,,no,474.0
34687,34687,35688,no,305.0,yes,no,cellular,674.0,2,250,4,failure,no,469.0
34688,34688,35689,no,241.0,yes,no,cellular,704.0,2,1,0,,no,432.0
34689,34689,35690,no,34.0,yes,no,cellular,321.0,2,1,0,,no,309.0
34690,34690,35691,no,3160.0,yes,no,cellular,209.0,5,343,1,failure,no,473.0
34691,34691,35692,no,6.0,yes,yes,cellular,211.0,2,278,23,other,no,256.0
34692,34692,35693,no,2618.0,yes,no,cellular,185.0,2,165,2,failure,no,407.0
34693,34693,35694,no,129.0,yes,no,cellular,205.0,2,1,0,,no,143.0
34694,34694,35695,no,0.0,yes,no,cellular,469.0,2,342,1,failure,no,225.0
34695,34695,35696,no,176.0,yes,no,cellular,253.0,2,286,1,failure,no,343.0
34696,34696,35697,no,4888.0,yes,no,telephone,475.0,4,166,2,failure,no,251.0
34697,34697,35698,no,440.0,yes,no,cellular,523.0,1,334,2,failure,no,128.0
34698,34698,35699,no,61.0,yes,no,telephone,36.0,7,165,5,other,no,449.0
34699,34699,35700,no,2799.0,yes,no,cellular,371.0,2,1,0,,no,159.0
34700,34700,35701,no,394.0,yes,no,cellular,52.0,3,1,0,,no,484.0
34701,34701,35702,no,513.0,yes,no,cellular,165.0,3,169,5,other,no,308.0
34702,34702,35703,no,253.0,yes,yes,cellular,475.0,2,1,0,,no,118.0
34703,34703,35704,no,75.0,yes,yes,cellular,233.0,2,1,0,,no,320.0
34704,34704,35705,no,1993.0,yes,no,cellular,102.0,5,1,0,,no,199.0
34705,34705,35706,no,229.0,yes,no,cellular,176.0,1,1,0,,no,367.0
34706,34706,35707,no,96.0,yes,no,cellular,238.0,3,340,2,failure,no,107.0
34707,34707,35708,no,434.0,yes,yes,cellular,278.0,1,1,0,,no,239.0
34708,34708,35709,no,140.0,yes,yes,cellular,111.0,1,1,0,,no,300.0
34709,34709,35710,no,1357.0,yes,yes,cellular,305.0,5,349,7,other,no,213.0
34710,34710,35711,no,390.0,yes,no,cellular,275.0,1,1,0,,no,436.0
34711,34711,35712,no,127.0,yes,no,cellular,320.0,1,1,0,,no,408.0
34712,34712,35713,no,0.0,yes,no,telephone,399.0,2,358,5,other,no,114.0
34713,34713,35714,no,0.0,yes,no,telephone,259.0,2,1,0,,no,473.0
34714,34714,35715,no,150.0,yes,no,cellular,165.0,1,1,0,,no,240.0
34715,34715,35716,no,597.0,yes,no,cellular,126.0,1,1,0,,no,387.0
34716,34716,35717,no,7503.0,yes,no,telephone,193.0,1,335,1,failure,no,473.0
34717,34717,35718,no,0.0,yes,no,cellular,189.0,1,1,0,,no,248.0
34718,34718,35719,no,0.0,no,no,cellular,418.0,3,1,0,,no,481.0
34719,34719,35720,no,0.0,yes,no,telephone,408.0,2,350,1,failure,no,442.0
34720,34720,35721,no,0.0,yes,no,cellular,74.0,8,351,11,failure,no,382.0
34721,34721,35722,no,127.0,yes,no,cellular,195.0,1,1,0,,no,135.0
34722,34722,35723,no,505.0,yes,yes,cellular,221.0,1,169,3,failure,no,419.0
34723,34723,35724,no,342.0,yes,yes,cellular,84.0,1,1,0,,no,346.0
34724,34724,35725,no,41.0,yes,yes,cellular,151.0,1,1,0,,no,147.0
34725,34725,35726,no,414.0,yes,no,cellular,147.0,1,1,0,,no,326.0
34726,34726,35727,no,327.0,yes,yes,cellular,305.0,1,294,7,other,no,273.0
34727,34727,35728,no,225.0,yes,no,cellular,160.0,7,343,2,failure,no,481.0
34728,34728,35729,no,7.0,yes,no,cellular,104.0,2,365,2,failure,no,354.0
34729,34729,35730,no,311.0,yes,no,cellular,55.0,2,345,2,other,no,366.0
34730,34730,35731,no,5436.0,yes,no,cellular,7.0,11,351,1,failure,no,104.0
34731,34731,35732,no,107.0,yes,no,cellular,142.0,3,1,0,,no,167.0
34732,34732,35733,no,645.0,yes,no,cellular,14.0,6,1,0,,no,198.0
34733,34733,35734,no,8545.0,yes,yes,cellular,199.0,7,167,1,failure,no,366.0
34734,34734,35735,no,523.0,yes,no,cellular,105.0,4,366,2,failure,no,223.0
34735,34735,35736,no,1064.0,yes,no,cellular,88.0,2,1,0,,no,303.0
34736,34736,35737,no,94.0,yes,no,cellular,87.0,1,1,0,,no,393.0
34737,34737,35738,no,0.0,yes,no,cellular,149.0,1,13,12,success,no,156.0
34738,34738,35739,no,1222.0,yes,no,cellular,206.0,1,1,0,,no,373.0
34739,34739,35740,no,235.0,yes,no,cellular,121.0,1,1,0,,no,361.0
34740,34740,35741,no,2039.0,yes,no,cellular,451.0,1,169,2,failure,yes,411.0
34741,34741,35742,no,12.0,yes,no,cellular,78.0,1,170,1,failure,no,317.0
34742,34742,35743,no,5417.0,yes,no,cellular,303.0,1,1,0,,no,194.0
34743,34743,35744,no,404.0,yes,no,cellular,438.0,1,1,0,,no,338.0
34744,34744,35745,yes,0.0,yes,yes,cellular,95.0,1,1,0,,no,443.0
34745,34745,35746,no,0.0,yes,yes,cellular,113.0,1,351,1,other,no,383.0
34746,34746,35747,no,6271.0,yes,no,cellular,210.0,2,254,5,failure,no,222.0
34747,34747,35748,no,2396.0,yes,no,cellular,241.0,2,1,0,,no,371.0
34748,34748,35749,no,83.0,yes,no,cellular,327.0,1,280,6,failure,no,147.0
34749,34749,35750,no,649.0,yes,no,cellular,224.0,1,363,1,other,no,136.0
34750,34750,35751,no,234.0,yes,no,cellular,275.0,1,1,0,,no,290.0
34751,34751,35752,no,489.0,yes,no,cellular,65.0,1,358,1,failure,no,275.0
34752,34752,35753,no,488.0,yes,no,cellular,207.0,1,342,1,failure,no,439.0
34753,34753,35754,no,3.0,no,no,cellular,248.0,1,1,0,,no,218.0
34754,34754,35755,no,22.0,yes,no,cellular,197.0,1,1,0,,no,494.0
34755,34755,35756,no,710.0,yes,yes,cellular,653.0,1,334,2,success,yes,495.0
34756,34756,35757,no,1438.0,yes,no,cellular,207.0,1,351,2,failure,no,164.0
34757,34757,35758,no,0.0,yes,no,cellular,327.0,1,356,1,other,no,263.0
34758,34758,35759,no,0.0,yes,no,cellular,215.0,3,280,3,failure,no,427.0
34759,34759,35760,no,589.0,yes,no,cellular,62.0,1,1,0,,no,292.0
34760,34760,35761,no,1558.0,yes,no,cellular,179.0,1,1,0,,no,105.0
34761,34761,35762,no,59.0,yes,no,cellular,345.0,1,1,0,,no,480.0
34762,34762,35763,no,1784.0,yes,no,cellular,372.0,1,1,0,,no,465.0
34763,34763,35764,no,18.0,yes,no,cellular,285.0,1,288,17,other,no,356.0
34764,34764,35765,no,1101.0,yes,no,cellular,128.0,3,1,0,,no,473.0
34765,34765,35766,no,4917.0,yes,yes,cellular,26.0,1,1,0,,no,274.0
34766,34766,35767,no,501.0,yes,no,cellular,207.0,1,1,0,,no,185.0
34767,34767,35768,yes,1083.0,yes,no,cellular,401.0,1,336,2,failure,no,159.0
34768,34768,35769,yes,3.0,no,no,cellular,488.0,1,1,0,,yes,205.0
34769,34769,35770,no,122.0,yes,no,cellular,74.0,2,1,0,,no,104.0
34770,34770,35771,no,0.0,yes,yes,cellular,293.0,1,351,2,failure,no,484.0
34771,34771,35772,no,1857.0,yes,no,cellular,473.0,4,1,0,,no,388.0
34772,34772,35773,no,111.0,yes,no,cellular,14.0,11,1,0,,no,428.0
34773,34773,35774,no,1783.0,yes,yes,cellular,219.0,1,1,0,,no,257.0
34774,34774,35775,no,81.0,yes,no,cellular,178.0,5,352,3,failure,no,332.0
34775,34775,35776,no,4835.0,no,no,cellular,362.0,2,1,0,,no,312.0
34776,34776,35777,no,0.0,yes,no,cellular,343.0,3,351,1,failure,no,387.0
34777,34777,35778,no,2.0,yes,no,cellular,403.0,4,1,0,,no,381.0
34778,34778,35779,no,0.0,yes,no,cellular,767.0,1,1,0,,yes,252.0
34779,34779,35780,no,0.0,yes,no,cellular,62.0,2,273,2,failure,no,388.0
34780,34780,35781,no,1019.0,yes,no,cellular,249.0,1,1,0,,no,233.0
34781,34781,35782,no,2559.0,yes,no,cellular,227.0,1,1,0,,no,388.0
34782,34782,35783,no,563.0,yes,no,cellular,100.0,2,168,1,failure,no,328.0
34783,34783,35784,no,275.0,yes,no,cellular,139.0,6,1,0,,no,126.0
34784,34784,35785,no,650.0,yes,no,cellular,142.0,2,1,0,,no,270.0
34785,34785,35786,no,481.0,yes,yes,cellular,595.0,5,1,0,,no,259.0
34786,34786,35787,no,0.0,yes,yes,cellular,160.0,2,1,0,,no,443.0
34787,34787,35788,no,1143.0,yes,yes,cellular,132.0,1,300,1,failure,no,431.0
34788,34788,35789,no,864.0,yes,no,cellular,100.0,1,1,0,,no,246.0
34789,34789,35790,no,50.0,yes,no,cellular,222.0,1,1,0,,no,259.0
34790,34790,35791,no,532.0,yes,no,cellular,50.0,1,1,0,,no,488.0
34791,34791,35792,no,84.0,yes,yes,cellular,954.0,1,1,0,,yes,219.0
34792,34792,35793,no,788.0,yes,no,cellular,403.0,1,345,1,failure,no,258.0
34793,34793,35794,no,13.0,yes,no,cellular,106.0,1,1,0,,no,411.0
34794,34794,35795,no,141.0,yes,no,cellular,848.0,1,364,3,failure,yes,254.0
34795,34795,35796,no,16.0,yes,no,cellular,304.0,1,1,0,,no,490.0
34796,34796,35797,no,105.0,yes,no,cellular,36.0,1,365,3,failure,no,479.0
34797,34797,35798,no,388.0,yes,yes,cellular,644.0,1,355,2,failure,no,125.0
34798,34798,35799,no,41.0,yes,no,cellular,34.0,9,1,0,,no,478.0
34799,34799,35800,no,437.0,yes,no,cellular,109.0,1,1,0,,no,239.0
34800,34800,35801,no,182.0,yes,no,cellular,145.0,1,1,0,,no,310.0
34801,34801,35802,no,25204.0,yes,yes,cellular,72.0,1,1,0,,no,169.0
34802,34802,35803,no,616.0,yes,no,cellular,19.0,1,1,0,,no,150.0
34803,34803,35804,no,606.0,yes,no,cellular,90.0,1,345,1,failure,no,401.0
34804,34804,35805,no,3033.0,yes,no,cellular,347.0,1,1,0,,no,485.0
34805,34805,35806,no,0.0,yes,no,cellular,153.0,1,1,0,,no,289.0
34806,34806,35807,no,349.0,yes,no,cellular,208.0,1,365,1,failure,no,394.0
34807,34807,35808,no,53.0,yes,yes,cellular,530.0,1,1,0,,yes,315.0
34808,34808,35809,no,150.0,yes,no,cellular,174.0,1,365,1,failure,no,132.0
34809,34809,35810,no,69.0,yes,no,cellular,503.0,2,280,2,failure,no,498.0
34810,34810,35811,no,281.0,yes,no,cellular,257.0,1,365,1,failure,no,473.0
34811,34811,35812,no,345.0,yes,yes,cellular,465.0,1,289,4,failure,no,299.0
34812,34812,35813,no,102.0,no,no,cellular,168.0,1,1,0,,no,357.0
34813,34813,35814,no,27.0,yes,no,cellular,404.0,1,338,2,failure,no,168.0
34814,34814,35815,no,53.0,yes,no,cellular,153.0,1,169,2,failure,no,376.0
34815,34815,35816,no,3.0,yes,no,cellular,147.0,1,1,0,,no,420.0
34816,34816,35817,no,101.0,yes,yes,cellular,128.0,1,1,0,,no,113.0
34817,34817,35818,no,1137.0,yes,yes,cellular,274.0,1,1,0,,no,173.0
34818,34818,35819,no,1428.0,yes,no,cellular,278.0,1,1,0,,no,209.0
34819,34819,35820,no,875.0,yes,no,cellular,55.0,1,1,0,,no,179.0
34820,34820,35821,no,238.0,yes,no,cellular,101.0,1,362,5,other,no,460.0
34821,34821,35822,no,123.0,yes,no,cellular,115.0,1,359,3,failure,no,486.0
34822,34822,35823,no,181.0,yes,no,cellular,90.0,1,1,0,,no,174.0
34823,34823,35824,no,299.0,yes,no,cellular,209.0,1,321,1,failure,no,222.0
34824,34824,35825,no,56.0,yes,no,cellular,195.0,1,1,0,,no,228.0
34825,34825,35826,no,302.0,yes,no,cellular,137.0,1,364,1,failure,no,155.0
34826,34826,35827,no,380.0,yes,yes,cellular,42.0,1,302,1,failure,no,132.0
34827,34827,35828,no,0.0,yes,no,cellular,495.0,1,1,0,,no,181.0
34828,34828,35829,no,0.0,yes,no,cellular,305.0,1,281,2,failure,no,347.0
34829,34829,35830,no,441.0,yes,no,cellular,151.0,1,1,0,,no,469.0
34830,34830,35831,no,0.0,yes,no,cellular,340.0,1,1,0,,no,194.0
34831,34831,35832,no,471.0,yes,no,cellular,209.0,1,1,0,,no,450.0
34832,34832,35833,no,8.0,yes,no,cellular,569.0,2,1,0,,no,474.0
34833,34833,35834,no,1850.0,yes,no,cellular,274.0,1,1,0,,no,149.0
34834,34834,35835,no,96.0,no,no,cellular,606.0,1,345,1,failure,no,408.0
34835,34835,35836,no,415.0,yes,yes,cellular,984.0,1,343,4,failure,yes,266.0
34836,34836,35837,yes,15.0,yes,no,telephone,44.0,1,1,0,,no,141.0
34837,34837,35838,no,315.0,yes,no,cellular,234.0,1,1,0,,no,487.0
34838,34838,35839,no,2.0,yes,no,cellular,339.0,1,362,1,failure,no,169.0
34839,34839,35840,no,311.0,yes,no,cellular,205.0,1,351,2,failure,no,451.0
34840,34840,35841,no,392.0,yes,no,cellular,124.0,1,167,3,failure,no,169.0
34841,34841,35842,no,0.0,yes,no,cellular,226.0,1,363,3,other,no,246.0
34842,34842,35843,no,97.0,yes,no,cellular,143.0,1,1,0,,no,116.0
34843,34843,35844,no,854.0,yes,yes,cellular,181.0,1,1,0,,no,450.0
34844,34844,35845,no,860.0,yes,yes,cellular,96.0,2,295,5,failure,no,335.0
34845,34845,35846,no,6402.0,yes,no,cellular,158.0,1,167,1,success,no,211.0
34846,34846,35847,no,786.0,yes,no,cellular,164.0,5,1,0,,no,190.0
34847,34847,35848,no,0.0,yes,no,cellular,236.0,1,1,0,,no,112.0
34848,34848,35849,no,88.0,no,yes,cellular,210.0,1,1,0,,no,274.0
34849,34849,35850,no,2882.0,yes,no,cellular,158.0,2,1,0,,no,285.0
34850,34850,35851,no,245.0,yes,no,cellular,159.0,1,1,0,,no,427.0
34851,34851,35852,no,513.0,yes,no,cellular,338.0,4,1,0,,no,128.0
34852,34852,35853,no,134.0,yes,no,cellular,159.0,1,1,0,,no,430.0
34853,34853,35854,no,465.0,yes,yes,cellular,116.0,1,1,0,,no,107.0
34854,34854,35855,no,0.0,no,no,cellular,49.0,2,282,3,failure,no,382.0
34855,34855,35856,no,1012.0,yes,no,cellular,410.0,1,1,0,,no,152.0
34856,34856,35857,yes,18.0,yes,no,cellular,244.0,1,359,3,failure,no,258.0
34857,34857,35858,no,54.0,yes,yes,cellular,123.0,1,169,1,failure,no,402.0
34858,34858,35859,no,17946.0,yes,no,cellular,258.0,9,1,0,,no,303.0
34859,34859,35860,no,281.0,yes,yes,cellular,267.0,1,1,0,,no,305.0
34860,34860,35861,no,4902.0,yes,no,cellular,59.0,1,167,1,failure,no,209.0
34861,34861,35862,no,2218.0,yes,no,cellular,37.0,2,1,0,,no,102.0
34862,34862,35863,no,477.0,yes,no,telephone,186.0,1,1,0,,no,499.0
34863,34863,35864,no,399.0,yes,no,cellular,333.0,1,1,0,,no,485.0
34864,34864,35865,no,505.0,yes,no,cellular,37.0,1,1,0,,no,121.0
34865,34865,35866,no,59.0,yes,no,cellular,225.0,2,1,0,,no,489.0
34866,34866,35867,no,9.0,yes,yes,cellular,472.0,1,1,0,,no,311.0
34867,34867,35868,no,9262.0,yes,no,cellular,45.0,1,1,0,,no,254.0
34868,34868,35869,no,3.0,yes,no,cellular,156.0,1,1,0,,no,130.0
34869,34869,35870,no,0.0,yes,no,cellular,1079.0,3,1,0,,no,229.0
34870,34870,35871,no,0.0,yes,no,cellular,94.0,1,1,0,,no,497.0
34871,34871,35872,no,83.0,yes,no,cellular,68.0,1,363,1,failure,no,306.0
34872,34872,35873,no,60.0,yes,no,cellular,161.0,1,337,1,failure,no,223.0
34873,34873,35874,no,83.0,yes,no,cellular,199.0,1,358,1,failure,no,463.0
34874,34874,35875,no,171.0,yes,yes,cellular,60.0,1,272,3,failure,no,454.0
34875,34875,35876,no,1481.0,yes,no,cellular,64.0,2,364,3,failure,no,220.0
34876,34876,35877,no,509.0,yes,no,cellular,473.0,1,358,2,other,no,388.0
34877,34877,35878,no,0.0,yes,yes,cellular,315.0,1,281,15,other,no,196.0
34878,34878,35879,no,78.0,yes,no,cellular,198.0,1,1,0,,no,229.0
34879,34879,35880,no,244.0,yes,yes,cellular,118.0,1,1,0,,no,151.0
34880,34880,35881,no,1086.0,yes,no,cellular,146.0,1,272,2,failure,no,162.0
34881,34881,35882,no,298.0,yes,no,cellular,296.0,1,1,0,,no,228.0
34882,34882,35883,no,1455.0,yes,no,cellular,364.0,4,1,0,,no,258.0
34883,34883,35884,no,714.0,yes,no,cellular,208.0,1,344,2,other,no,366.0
34884,34884,35885,no,2468.0,yes,yes,cellular,84.0,1,282,4,failure,no,119.0
34885,34885,35886,no,401.0,yes,no,cellular,378.0,1,1,0,,no,399.0
34886,34886,35887,no,90.0,yes,no,telephone,39.0,1,363,2,failure,no,239.0
34887,34887,35888,no,1864.0,yes,no,telephone,10.0,1,1,0,,no,101.0
34888,34888,35889,no,15.0,yes,no,cellular,33.0,1,1,0,,no,359.0
34889,34889,35890,no,516.0,yes,no,cellular,66.0,2,1,0,,no,111.0
34890,34890,35891,no,1016.0,yes,no,cellular,20.0,1,342,1,failure,no,476.0
34891,34891,35892,no,106.0,yes,no,telephone,217.0,1,169,5,failure,no,131.0
34892,34892,35893,no,209.0,yes,no,cellular,193.0,1,1,0,,no,206.0
34893,34893,35894,no,0.0,yes,no,cellular,611.0,1,183,1,failure,yes,120.0
34894,34894,35895,no,0.0,yes,yes,cellular,155.0,5,1,0,,no,489.0
34895,34895,35896,no,473.0,yes,no,cellular,318.0,1,1,0,,no,186.0
34896,34896,35897,no,24.0,yes,no,cellular,219.0,2,1,0,,no,302.0
34897,34897,35898,no,380.0,yes,no,cellular,413.0,1,294,1,other,no,162.0
34898,34898,35899,no,1979.0,yes,yes,cellular,1205.0,1,1,0,,yes,442.0
34899,34899,35900,no,751.0,yes,no,cellular,211.0,1,288,5,success,no,148.0
34900,34900,35901,no,569.0,yes,no,cellular,107.0,1,1,0,,no,460.0
34901,34901,35902,no,0.0,yes,no,cellular,124.0,1,1,0,,no,186.0
34902,34902,35903,no,0.0,yes,no,cellular,17.0,1,1,0,,no,447.0
34903,34903,35904,no,679.0,yes,yes,cellular,159.0,1,343,2,failure,no,437.0
34904,34904,35905,no,1494.0,yes,no,cellular,477.0,2,1,0,,no,284.0
34905,34905,35906,no,680.0,yes,no,cellular,265.0,1,1,0,,no,159.0
34906,34906,35907,yes,2.0,no,no,cellular,136.0,5,1,0,,no,415.0
34907,34907,35908,no,93.0,yes,yes,cellular,221.0,1,1,0,,no,228.0
34908,34908,35909,no,0.0,yes,no,cellular,837.0,1,1,0,,yes,105.0
34909,34909,35910,no,13.0,no,no,cellular,318.0,1,166,1,failure,no,359.0
34910,34910,35911,no,7.0,no,no,cellular,51.0,1,179,1,failure,no,410.0
34911,34911,35912,no,613.0,yes,yes,cellular,285.0,2,254,14,other,no,402.0
34912,34912,35913,no,91.0,yes,no,cellular,29.0,1,356,2,failure,no,178.0
34913,34913,35914,no,689.0,yes,no,cellular,585.0,2,296,2,failure,no,220.0
34914,34914,35915,no,10924.0,no,no,cellular,106.0,2,1,0,,no,305.0
