,Customer_number,age,job,marital,education,Annual Income,Gender
35618,36619,49.0,blue-collar,married,primary,4305681.0,M
35619,36620,47.0,services,married,secondary,4775471.0,F
35620,36621,38.0,blue-collar,married,secondary,1645313.0,M
35621,36622,40.0,admin.,divorced,,4386775.0,F
35622,36623,43.0,blue-collar,married,secondary,887077.0,F
35623,36624,37.0,services,married,secondary,3828004.0,F
35624,36625,47.0,blue-collar,divorced,secondary,3156951.0,M
35625,36626,36.0,services,divorced,primary,1260860.0,M
35626,36627,35.0,management,married,tertiary,4612319.0,M
35627,36628,44.0,technician,married,secondary,2948781.0,M
35628,36629,40.0,admin.,divorced,secondary,862329.0,M
35629,36630,43.0,management,married,tertiary,2582235.0,F
35630,36631,42.0,entrepreneur,married,primary,2745180.0,M
35631,36632,37.0,blue-collar,married,primary,961099.0,F
35632,36633,57.0,management,divorced,tertiary,318662.0,M
35633,36634,29.0,admin.,married,secondary,4082832.0,F
35634,36635,34.0,unemployed,married,secondary,4518982.0,M
35635,36636,56.0,blue-collar,married,secondary,3495172.0,M
35636,36637,25.0,technician,single,secondary,3322547.0,M
35637,36638,39.0,admin.,single,secondary,445972.0,F
35638,36639,50.0,management,married,tertiary,2027705.0,F
35639,36640,33.0,blue-collar,married,primary,354994.0,F
35640,36641,43.0,blue-collar,married,secondary,1134770.0,F
35641,36642,31.0,management,married,tertiary,861880.0,F
35642,36643,39.0,admin.,single,secondary,3848905.0,F
35643,36644,44.0,entrepreneur,married,primary,1430273.0,M
35644,36645,42.0,blue-collar,married,primary,2376841.0,M
35645,36646,31.0,self-employed,single,,2577518.0,M
35646,36647,34.0,unemployed,single,secondary,2530332.0,F
35647,36648,57.0,retired,divorced,secondary,2698500.0,M
35648,36649,37.0,blue-collar,married,primary,2836307.0,F
35649,36650,41.0,blue-collar,married,secondary,2373444.0,M
35650,36651,42.0,management,divorced,tertiary,2457390.0,M
35651,36652,29.0,admin.,divorced,secondary,2056226.0,F
35652,36653,42.0,admin.,single,secondary,861461.0,M
35653,36654,57.0,blue-collar,divorced,secondary,2130010.0,F
35654,36655,53.0,technician,married,tertiary,2606169.0,F
35655,36656,53.0,technician,divorced,,3526968.0,F
35656,36657,37.0,technician,married,secondary,4718566.0,M
35657,36658,33.0,technician,single,secondary,628406.0,M
35658,36659,48.0,management,single,tertiary,3818827.0,M
35659,36660,30.0,management,single,tertiary,1333707.0,F
35660,36661,41.0,admin.,divorced,secondary,4353147.0,F
35661,36662,45.0,self-employed,married,secondary,955157.0,M
35662,36663,39.0,management,married,tertiary,2300205.0,M
35663,36664,32.0,technician,married,secondary,545755.0,F
35664,36665,40.0,self-employed,married,secondary,2321531.0,M
35665,36666,57.0,services,married,secondary,2147734.0,M
35666,36667,45.0,admin.,single,secondary,2646344.0,M
35667,36668,45.0,services,married,secondary,1734374.0,F
35668,36669,45.0,management,married,secondary,364084.0,M
35669,36670,46.0,management,married,secondary,2513180.0,M
35670,36671,56.0,admin.,divorced,,1693802.0,M
35671,36672,56.0,technician,married,secondary,2063249.0,M
35672,36673,40.0,blue-collar,divorced,primary,930142.0,M
35673,36674,34.0,technician,married,secondary,3412353.0,M
35674,36675,38.0,blue-collar,single,primary,899810.0,M
35675,36676,33.0,blue-collar,married,primary,1384528.0,M
35676,36677,41.0,management,married,tertiary,861108.0,M
35677,36678,43.0,blue-collar,married,secondary,3739054.0,M
35678,36679,43.0,technician,married,secondary,861048.0,M
35679,36680,27.0,management,single,tertiary,3380427.0,M
35680,36681,33.0,technician,married,tertiary,4536159.0,F
35681,36682,33.0,technician,single,secondary,4793440.0,F
35682,36683,34.0,management,single,tertiary,4941856.0,F
35683,36684,59.0,self-employed,married,tertiary,1413922.0,M
35684,36685,39.0,services,married,secondary,1238300.0,M
35685,36686,42.0,blue-collar,divorced,primary,2073115.0,F
35686,36687,30.0,blue-collar,married,secondary,1489054.0,M
35687,36688,31.0,technician,single,secondary,1852399.0,F
35688,36689,23.0,technician,single,secondary,2004800.0,M
35689,36690,49.0,technician,married,tertiary,861034.0,M
35690,36691,40.0,admin.,divorced,secondary,2733653.0,M
35691,36692,31.0,technician,single,secondary,2390642.0,F
35692,36693,39.0,admin.,single,secondary,1073603.0,M
35693,36694,56.0,management,married,tertiary,3017040.0,F
35694,36695,43.0,admin.,single,secondary,4288618.0,M
35695,36696,31.0,unemployed,divorced,secondary,2589649.0,F
35696,36697,41.0,blue-collar,divorced,secondary,860844.0,F
35697,36698,46.0,management,married,tertiary,1307646.0,M
35698,36699,32.0,unemployed,single,secondary,4540975.0,M
35699,36700,34.0,management,single,tertiary,2306208.0,F
35700,36701,32.0,technician,married,secondary,2302545.0,F
35701,36702,55.0,services,married,secondary,1892740.0,M
35702,36703,35.0,blue-collar,married,primary,830382.0,M
35703,36704,30.0,technician,married,secondary,1318645.0,M
35704,36705,39.0,management,divorced,tertiary,4072501.0,F
35705,36706,57.0,technician,married,secondary,1731026.0,F
35706,36707,48.0,management,divorced,tertiary,2119184.0,M
35707,36708,51.0,admin.,divorced,secondary,1955840.0,M
35708,36709,58.0,technician,married,secondary,3215870.0,M
35709,36710,36.0,admin.,single,secondary,948507.0,M
35710,36711,40.0,management,single,primary,2364965.0,M
35711,36712,54.0,entrepreneur,married,,4991995.0,F
35712,36713,35.0,blue-collar,married,secondary,1499946.0,M
35713,36714,31.0,technician,single,secondary,858995.0,M
35714,36715,38.0,entrepreneur,married,primary,4116864.0,F
35715,36716,48.0,blue-collar,married,secondary,3720488.0,F
35716,36717,48.0,management,divorced,tertiary,471648.0,M
35717,36718,36.0,services,married,secondary,858261.0,F
35718,36719,31.0,blue-collar,married,secondary,2229973.0,F
35719,36720,32.0,blue-collar,single,secondary,2159404.0,M
35720,36721,46.0,retired,married,secondary,3175668.0,M
35721,36722,50.0,technician,married,secondary,1715398.0,F
35722,36723,41.0,blue-collar,married,primary,4855243.0,F
35723,36724,44.0,technician,married,secondary,1065284.0,M
35724,36725,46.0,blue-collar,married,primary,317653.0,F
35725,36726,39.0,blue-collar,married,secondary,2395979.0,M
35726,36727,49.0,services,married,secondary,4401559.0,F
35727,36728,40.0,technician,divorced,secondary,857384.0,M
35728,36729,40.0,admin.,married,secondary,1834238.0,M
35729,36730,27.0,blue-collar,married,secondary,4166479.0,M
35730,36731,48.0,blue-collar,married,secondary,1571876.0,M
35731,36732,47.0,management,married,tertiary,2297453.0,F
35732,36733,57.0,admin.,married,secondary,4928749.0,M
35733,36734,36.0,blue-collar,married,secondary,2366998.0,M
35734,36735,31.0,blue-collar,married,secondary,857203.0,F
35735,36736,23.0,blue-collar,single,secondary,3339436.0,M
35736,36737,32.0,blue-collar,single,primary,3306798.0,M
35737,36738,27.0,self-employed,single,secondary,2767254.0,M
35738,36739,46.0,blue-collar,married,,554615.0,M
35739,36740,56.0,retired,married,secondary,1633453.0,F
35740,36741,36.0,blue-collar,married,secondary,1992718.0,M
35741,36742,43.0,management,married,tertiary,1714409.0,M
35742,36743,53.0,admin.,married,primary,4922286.0,F
35743,36744,40.0,management,married,secondary,2190423.0,M
35744,36745,38.0,admin.,divorced,secondary,2162437.0,M
35745,36746,36.0,services,married,secondary,4077707.0,M
35746,36747,49.0,management,married,tertiary,4672441.0,M
35747,36748,32.0,admin.,married,secondary,857076.0,F
35748,36749,48.0,management,married,,3929965.0,F
35749,36750,56.0,blue-collar,married,primary,855214.0,M
35750,36751,47.0,blue-collar,married,secondary,1063765.0,M
35751,36752,51.0,management,divorced,secondary,854978.0,F
35752,36753,40.0,management,married,tertiary,898717.0,M
35753,36754,50.0,blue-collar,divorced,secondary,851975.0,M
35754,36755,37.0,technician,divorced,secondary,4747788.0,F
35755,36756,39.0,blue-collar,married,secondary,2651759.0,M
35756,36757,44.0,technician,married,secondary,4061280.0,F
35757,36758,48.0,services,divorced,secondary,3731838.0,F
35758,36759,33.0,management,divorced,tertiary,440236.0,F
35759,36760,48.0,admin.,married,secondary,458423.0,F
35760,36761,35.0,management,single,tertiary,1474881.0,M
35761,36762,31.0,management,single,secondary,3230147.0,F
35762,36763,53.0,technician,married,,1818758.0,M
35763,36764,51.0,blue-collar,divorced,secondary,4181556.0,F
35764,36765,45.0,services,married,secondary,1271853.0,F
35765,36766,43.0,services,married,secondary,1068886.0,M
35766,36767,38.0,admin.,divorced,secondary,3723346.0,F
35767,36768,41.0,retired,single,primary,4478827.0,F
35768,36769,29.0,technician,single,secondary,371535.0,M
35769,36770,37.0,blue-collar,single,secondary,2487175.0,M
35770,36771,50.0,technician,married,,851573.0,M
35771,36772,49.0,services,single,secondary,3975591.0,F
35772,36773,42.0,management,married,tertiary,2000588.0,M
35773,36774,52.0,blue-collar,married,,2739170.0,F
35774,36775,33.0,blue-collar,single,secondary,717728.0,F
35775,36776,29.0,technician,married,secondary,2510696.0,F
35776,36777,40.0,self-employed,divorced,tertiary,4898914.0,M
35777,36778,38.0,blue-collar,single,secondary,3960617.0,F
35778,36779,58.0,management,married,tertiary,3760179.0,M
35779,36780,36.0,services,married,secondary,4908986.0,M
35780,36781,32.0,blue-collar,married,secondary,2775859.0,F
35781,36782,28.0,admin.,single,secondary,851306.0,F
35782,36783,36.0,blue-collar,married,secondary,2218268.0,F
35783,36784,37.0,blue-collar,married,secondary,3066144.0,M
35784,36785,46.0,management,married,secondary,3803035.0,F
35785,36786,39.0,blue-collar,married,secondary,848573.0,F
35786,36787,32.0,blue-collar,married,secondary,3681126.0,F
35787,36788,44.0,admin.,married,secondary,846450.0,M
35788,36789,44.0,blue-collar,married,secondary,1243594.0,M
35789,36790,46.0,blue-collar,single,secondary,844621.0,F
35790,36791,37.0,blue-collar,married,primary,2436621.0,M
35791,36792,29.0,management,single,tertiary,898011.0,F
35792,36793,28.0,blue-collar,single,secondary,825553.0,M
35793,36794,39.0,admin.,married,primary,2799647.0,M
35794,36795,47.0,technician,married,primary,4733343.0,M
35795,36796,29.0,blue-collar,single,secondary,4862851.0,F
35796,36797,35.0,blue-collar,single,secondary,597334.0,F
35797,36798,33.0,management,married,tertiary,790557.0,M
35798,36799,34.0,technician,divorced,secondary,3551849.0,M
35799,36800,40.0,housemaid,single,primary,4610430.0,M
35800,36801,37.0,management,married,tertiary,3376435.0,M
35801,36802,36.0,management,single,secondary,3936595.0,F
35802,36803,36.0,services,married,tertiary,604599.0,M
35803,36804,35.0,services,married,secondary,3414414.0,M
35804,36805,28.0,student,single,secondary,3167620.0,M
35805,36806,42.0,management,married,tertiary,4520516.0,M
35806,36807,41.0,services,divorced,secondary,838991.0,F
35807,36808,49.0,technician,divorced,secondary,4448090.0,M
35808,36809,43.0,self-employed,married,secondary,2582534.0,F
35809,36810,41.0,blue-collar,married,primary,3871899.0,F
35810,36811,52.0,blue-collar,married,secondary,3972572.0,M
35811,36812,47.0,services,married,secondary,4926655.0,M
35812,36813,46.0,blue-collar,single,secondary,3889782.0,F
35813,36814,37.0,blue-collar,divorced,secondary,4303471.0,M
35814,36815,47.0,blue-collar,divorced,primary,766145.0,F
35815,36816,30.0,technician,divorced,tertiary,2910405.0,M
35816,36817,41.0,entrepreneur,married,tertiary,2441222.0,F
35817,36818,45.0,technician,married,secondary,1043832.0,F
35818,36819,52.0,services,married,secondary,3999793.0,M
35819,36820,37.0,management,single,tertiary,1523292.0,M
35820,36821,36.0,management,married,tertiary,3515485.0,M
35821,36822,33.0,admin.,divorced,secondary,231270.0,F
35822,36823,43.0,services,married,primary,3445889.0,F
35823,36824,26.0,management,single,tertiary,1050941.0,F
35824,36825,42.0,admin.,married,secondary,2501725.0,F
35825,36826,37.0,technician,married,,2050106.0,M
35826,36827,33.0,admin.,single,tertiary,625308.0,M
35827,36828,41.0,technician,divorced,secondary,2315064.0,F
35828,36829,37.0,retired,married,secondary,996977.0,M
35829,36830,45.0,blue-collar,married,secondary,1224556.0,F
35830,36831,41.0,services,married,secondary,963533.0,F
35831,36832,32.0,blue-collar,married,secondary,1018955.0,F
35832,36833,43.0,technician,married,secondary,3077453.0,F
35833,36834,52.0,blue-collar,married,secondary,1860437.0,M
35834,36835,49.0,services,married,,2518024.0,F
35835,36836,50.0,blue-collar,married,secondary,838921.0,M
35836,36837,57.0,management,married,tertiary,337059.0,M
35837,36838,49.0,blue-collar,married,secondary,3893896.0,M
35838,36839,34.0,technician,single,secondary,2047677.0,M
35839,36840,46.0,entrepreneur,married,secondary,3610706.0,F
35840,36841,42.0,blue-collar,married,primary,1795203.0,M
35841,36842,53.0,blue-collar,married,secondary,4356025.0,F
35842,36843,32.0,blue-collar,married,primary,3664698.0,F
35843,36844,50.0,management,single,tertiary,1050684.0,M
35844,36845,54.0,retired,divorced,secondary,4436122.0,M
35845,36846,36.0,technician,single,tertiary,4388984.0,M
35846,36847,34.0,management,single,tertiary,2089822.0,M
35847,36848,48.0,services,married,secondary,1308521.0,M
35848,36849,39.0,blue-collar,married,secondary,4130538.0,F
35849,36850,46.0,technician,divorced,secondary,4580026.0,M
35850,36851,43.0,services,single,secondary,4844505.0,F
35851,36852,40.0,admin.,single,primary,899980.0,M
35852,36853,42.0,management,married,tertiary,837712.0,M
35853,36854,53.0,services,married,secondary,3303035.0,F
35854,36855,53.0,technician,single,tertiary,3439275.0,F
35855,36856,50.0,entrepreneur,married,primary,1548057.0,F
35856,36857,40.0,technician,single,secondary,3360153.0,F
35857,36858,43.0,services,divorced,secondary,4805162.0,M
35858,36859,34.0,technician,divorced,secondary,1158749.0,M
35859,36860,33.0,management,single,tertiary,2403862.0,F
35860,36861,56.0,management,married,tertiary,728138.0,F
35861,36862,56.0,blue-collar,divorced,primary,837171.0,F
35862,36863,36.0,blue-collar,married,secondary,2203208.0,F
35863,36864,36.0,management,single,tertiary,923560.0,M
35864,36865,40.0,management,single,tertiary,835094.0,M
35865,36866,40.0,blue-collar,married,secondary,1281037.0,F
35866,36867,40.0,services,married,,834840.0,M
35867,36868,36.0,blue-collar,married,secondary,1735551.0,F
35868,36869,44.0,admin.,single,secondary,744449.0,M
35869,36870,42.0,self-employed,divorced,tertiary,794320.0,M
35870,36871,26.0,admin.,single,secondary,2189779.0,M
35871,36872,45.0,admin.,married,,834562.0,M
35872,36873,39.0,technician,single,secondary,476160.0,M
35873,36874,49.0,blue-collar,married,secondary,831226.0,F
35874,36875,46.0,admin.,divorced,secondary,827393.0,M
35875,36876,33.0,admin.,divorced,tertiary,4618658.0,F
35876,36877,38.0,self-employed,married,primary,267033.0,M
35877,36878,43.0,blue-collar,married,primary,3149482.0,M
35878,36879,37.0,services,married,secondary,502123.0,M
35879,36880,43.0,blue-collar,married,secondary,4845211.0,M
35880,36881,39.0,management,single,tertiary,1302010.0,F
35881,36882,40.0,admin.,married,secondary,826684.0,F
35882,36883,35.0,services,married,secondary,826639.0,M
35883,36884,52.0,technician,married,secondary,4973549.0,F
35884,36885,59.0,admin.,married,secondary,826485.0,F
35885,36886,48.0,admin.,married,,1751075.0,M
35886,36887,34.0,blue-collar,married,secondary,310387.0,F
35887,36888,37.0,admin.,married,secondary,2380297.0,F
35888,36889,46.0,management,married,tertiary,2263399.0,M
35889,36890,32.0,blue-collar,single,secondary,1648444.0,F
35890,36891,34.0,housemaid,married,secondary,3969663.0,M
35891,36892,56.0,blue-collar,married,secondary,4929180.0,M
35892,36893,30.0,admin.,married,secondary,1254896.0,F
35893,36894,28.0,services,single,secondary,3479766.0,M
35894,36895,46.0,blue-collar,married,secondary,4785632.0,M
35895,36896,44.0,technician,single,secondary,3040576.0,F
35896,36897,36.0,blue-collar,married,secondary,3342298.0,M
35897,36898,33.0,technician,married,tertiary,4864012.0,M
35898,36899,46.0,blue-collar,married,secondary,826130.0,M
35899,36900,34.0,technician,single,secondary,3067629.0,F
35900,36901,38.0,admin.,married,secondary,2580594.0,F
35901,36902,39.0,services,married,secondary,757541.0,F
35902,36903,41.0,services,divorced,secondary,839560.0,M
35903,36904,41.0,unemployed,single,secondary,4337791.0,M
35904,36905,50.0,management,divorced,tertiary,3558990.0,F
35905,36906,39.0,blue-collar,married,primary,4015259.0,M
35906,36907,30.0,services,single,secondary,3408793.0,F
35907,36908,39.0,technician,divorced,tertiary,876237.0,M
35908,36909,55.0,technician,single,tertiary,823972.0,M
35909,36910,37.0,management,single,tertiary,2979534.0,F
35910,36911,46.0,services,divorced,secondary,2847561.0,M
35911,36912,41.0,management,married,tertiary,821897.0,F
35912,36913,31.0,student,single,tertiary,2051861.0,F
35913,36914,38.0,management,divorced,,4747119.0,F
35914,36915,39.0,admin.,married,secondary,3502819.0,F
35915,36916,44.0,admin.,married,secondary,1247067.0,F
35916,36917,35.0,blue-collar,single,secondary,2491606.0,M
35917,36918,34.0,self-employed,single,tertiary,2445981.0,M
35918,36919,36.0,technician,single,tertiary,3881306.0,M
35919,36920,58.0,retired,divorced,secondary,821814.0,M
35920,36921,31.0,blue-collar,divorced,primary,4641525.0,F
35921,36922,44.0,management,married,secondary,3590392.0,M
35922,36923,41.0,admin.,married,secondary,2322929.0,F
35923,36924,36.0,housemaid,married,secondary,1671782.0,M
35924,36925,38.0,technician,divorced,secondary,1233214.0,M
35925,36926,35.0,admin.,single,secondary,3673924.0,M
35926,36927,57.0,technician,divorced,primary,836965.0,F
35927,36928,34.0,services,divorced,tertiary,4190913.0,M
35928,36929,34.0,blue-collar,single,secondary,4563695.0,F
35929,36930,59.0,management,married,primary,4467624.0,M
35930,36931,39.0,management,divorced,primary,2024224.0,M
35931,36932,27.0,admin.,single,secondary,2294158.0,F
35932,36933,31.0,blue-collar,divorced,secondary,819559.0,M
35933,36934,32.0,blue-collar,single,secondary,2906617.0,M
35934,36935,55.0,management,divorced,tertiary,3740765.0,F
35935,36936,41.0,admin.,married,secondary,4795048.0,M
35936,36937,39.0,services,married,secondary,3864187.0,F
35937,36938,41.0,management,married,secondary,211341.0,F
35938,36939,48.0,admin.,married,secondary,1424027.0,M
35939,36940,52.0,blue-collar,married,primary,2459224.0,F
35940,36941,31.0,services,married,secondary,4560610.0,M
35941,36942,53.0,admin.,married,secondary,3657493.0,M
35942,36943,38.0,admin.,married,secondary,1573041.0,M
35943,36944,36.0,technician,divorced,secondary,2218453.0,F
35944,36945,39.0,services,married,secondary,816444.0,M
35945,36946,43.0,self-employed,married,secondary,1928507.0,M
35946,36947,50.0,management,married,tertiary,812290.0,M
35947,36948,56.0,blue-collar,single,primary,3553627.0,M
35948,36949,31.0,housemaid,single,secondary,3012804.0,F
35949,36950,41.0,technician,married,secondary,3971071.0,M
35950,36951,31.0,services,married,primary,4168836.0,M
35951,36952,52.0,blue-collar,married,primary,1426585.0,F
35952,36953,48.0,technician,married,tertiary,1467782.0,F
35953,36954,45.0,management,divorced,tertiary,849462.0,F
35954,36955,42.0,admin.,married,secondary,211097.0,M
35955,36956,40.0,blue-collar,married,secondary,2278187.0,M
35956,36957,59.0,retired,married,tertiary,493749.0,M
35957,36958,47.0,retired,married,primary,557286.0,F
35958,36959,34.0,technician,married,tertiary,1940044.0,M
35959,36960,24.0,services,single,secondary,1869164.0,M
35960,36961,51.0,management,married,tertiary,1605821.0,F
35961,36962,38.0,management,divorced,tertiary,1787585.0,F
35962,36963,28.0,blue-collar,single,primary,4297617.0,F
35963,36964,43.0,blue-collar,married,secondary,2453344.0,F
35964,36965,36.0,technician,married,secondary,1577937.0,M
35965,36966,35.0,student,married,tertiary,2751552.0,M
35966,36967,34.0,blue-collar,married,primary,457354.0,M
35967,36968,30.0,blue-collar,married,secondary,3523142.0,M
35968,36969,42.0,management,married,tertiary,808790.0,M
35969,36970,40.0,services,married,primary,1388983.0,F
35970,36971,51.0,blue-collar,married,secondary,3824825.0,M
35971,36972,50.0,services,divorced,secondary,4830699.0,M
35972,36973,37.0,services,single,secondary,1448239.0,F
35973,36974,39.0,admin.,married,secondary,1528810.0,M
35974,36975,36.0,blue-collar,married,primary,640515.0,M
35975,36976,38.0,blue-collar,married,primary,743834.0,M
35976,36977,32.0,blue-collar,married,secondary,3562839.0,M
35977,36978,34.0,admin.,married,secondary,2874966.0,M
35978,36979,43.0,blue-collar,married,primary,1353675.0,F
35979,36980,40.0,self-employed,married,secondary,952186.0,M
35980,36981,52.0,management,single,tertiary,3251537.0,F
35981,36982,34.0,self-employed,single,tertiary,2620947.0,F
35982,36983,36.0,blue-collar,married,secondary,2943795.0,M
35983,36984,38.0,blue-collar,married,secondary,1107733.0,M
35984,36985,44.0,technician,single,secondary,746218.0,F
35985,36986,48.0,blue-collar,married,primary,2061120.0,M
35986,36987,39.0,services,married,primary,3707409.0,M
35987,36988,41.0,blue-collar,married,secondary,1637474.0,M
35988,36989,44.0,technician,divorced,secondary,3096377.0,F
35989,36990,55.0,blue-collar,married,secondary,301367.0,M
35990,36991,42.0,management,married,secondary,752561.0,M
35991,36992,34.0,services,married,secondary,807507.0,M
35992,36993,26.0,admin.,married,secondary,3431934.0,M
35993,36994,36.0,technician,married,secondary,807116.0,M
35994,36995,36.0,unemployed,married,primary,517752.0,M
35995,36996,36.0,blue-collar,married,secondary,219706.0,M
35996,36997,54.0,blue-collar,married,primary,2396462.0,M
35997,36998,50.0,blue-collar,single,primary,2166514.0,M
35998,36999,49.0,retired,married,secondary,3735933.0,M
35999,37000,33.0,blue-collar,married,primary,4140607.0,M
36000,37001,39.0,blue-collar,married,secondary,806779.0,M
36001,37002,29.0,management,single,tertiary,4885826.0,F
36002,37003,34.0,blue-collar,married,primary,4044100.0,M
36003,37004,51.0,services,married,primary,3658240.0,M
36004,37005,38.0,blue-collar,married,primary,539356.0,F
36005,37006,38.0,self-employed,single,tertiary,3090350.0,M
36006,37007,34.0,admin.,divorced,secondary,1689629.0,M
36007,37008,42.0,services,married,secondary,3738938.0,F
36008,37009,42.0,admin.,divorced,secondary,4604317.0,M
36009,37010,37.0,management,single,tertiary,3496785.0,F
36010,37011,30.0,blue-collar,married,secondary,1843754.0,M
36011,37012,45.0,retired,divorced,secondary,229473.0,F
36012,37013,43.0,self-employed,married,tertiary,2499653.0,M
36013,37014,56.0,management,married,primary,806065.0,M
36014,37015,57.0,management,married,secondary,1742245.0,M
36015,37016,38.0,technician,married,secondary,2643178.0,F
36016,37017,46.0,admin.,divorced,primary,4826403.0,M
36017,37018,29.0,blue-collar,married,secondary,1869367.0,F
36018,37019,36.0,technician,married,secondary,3029880.0,F
36019,37020,46.0,blue-collar,married,primary,590712.0,F
36020,37021,34.0,technician,single,secondary,820008.0,F
36021,37022,45.0,technician,married,secondary,3569177.0,F
36022,37023,36.0,blue-collar,single,secondary,4834560.0,M
36023,37024,43.0,entrepreneur,married,primary,1926200.0,M
36024,37025,55.0,management,married,tertiary,343749.0,F
36025,37026,27.0,blue-collar,single,primary,1759990.0,M
36026,37027,43.0,blue-collar,married,secondary,3873213.0,M
36027,37028,34.0,management,married,tertiary,1236942.0,M
36028,37029,36.0,services,divorced,secondary,3254899.0,M
36029,37030,57.0,self-employed,married,primary,806043.0,M
36030,37031,30.0,services,married,secondary,303265.0,M
36031,37032,37.0,blue-collar,married,primary,850797.0,F
36032,37033,40.0,blue-collar,married,secondary,3819305.0,F
36033,37034,41.0,self-employed,married,tertiary,4882417.0,F
36034,37035,57.0,entrepreneur,divorced,secondary,3910280.0,M
36035,37036,53.0,management,married,primary,3914356.0,M
36036,37037,60.0,admin.,married,secondary,804473.0,M
36037,37038,44.0,admin.,divorced,secondary,1744513.0,F
36038,37039,50.0,retired,married,tertiary,1246708.0,M
36039,37040,34.0,blue-collar,married,secondary,4554782.0,F
36040,37041,45.0,blue-collar,married,primary,877107.0,M
36041,37042,39.0,admin.,divorced,secondary,4821002.0,M
36042,37043,57.0,admin.,single,secondary,4864190.0,F
36043,37044,33.0,blue-collar,married,primary,3720340.0,M
36044,37045,36.0,admin.,married,secondary,912674.0,F
36045,37046,54.0,entrepreneur,married,primary,825050.0,F
36046,37047,50.0,blue-collar,married,secondary,542436.0,M
36047,37048,41.0,blue-collar,married,secondary,804305.0,F
36048,37049,40.0,self-employed,married,secondary,916168.0,M
36049,37050,47.0,blue-collar,married,secondary,290772.0,F
36050,37051,45.0,blue-collar,married,secondary,803164.0,M
36051,37052,49.0,services,divorced,secondary,4034694.0,F
36052,37053,43.0,blue-collar,married,primary,803106.0,M
36053,37054,38.0,services,married,secondary,414576.0,M
36054,37055,34.0,entrepreneur,married,primary,1012003.0,F
36055,37056,40.0,blue-collar,married,secondary,1614352.0,F
36056,37057,38.0,blue-collar,married,secondary,2036316.0,F
36057,37058,47.0,technician,married,secondary,802885.0,M
36058,37059,42.0,technician,married,secondary,1929509.0,M
36059,37060,43.0,services,married,secondary,4709492.0,F
36060,37061,34.0,services,divorced,secondary,2340822.0,M
36061,37062,35.0,management,single,secondary,2234431.0,M
36062,37063,44.0,blue-collar,married,secondary,2557284.0,M
36063,37064,32.0,management,married,tertiary,741924.0,F
36064,37065,38.0,blue-collar,married,secondary,3860774.0,F
36065,37066,36.0,self-employed,married,secondary,3122055.0,M
36066,37067,36.0,technician,married,secondary,4954793.0,F
36067,37068,50.0,admin.,married,secondary,4898707.0,F
36068,37069,44.0,admin.,single,secondary,2178955.0,F
36069,37070,49.0,management,single,tertiary,3335604.0,F
36070,37071,40.0,services,married,secondary,1213839.0,M
36071,37072,31.0,blue-collar,single,secondary,1995179.0,M
36072,37073,43.0,management,divorced,tertiary,3110072.0,F
36073,37074,35.0,technician,divorced,tertiary,2842104.0,M
36074,37075,36.0,management,divorced,tertiary,2780841.0,M
36075,37076,45.0,blue-collar,married,secondary,712340.0,F
36076,37077,37.0,blue-collar,single,secondary,2418680.0,M
36077,37078,36.0,services,single,secondary,3430782.0,F
36078,37079,52.0,housemaid,divorced,secondary,4440388.0,F
36079,37080,37.0,blue-collar,married,primary,2385636.0,F
36080,37081,36.0,blue-collar,divorced,primary,2780496.0,M
36081,37082,38.0,blue-collar,divorced,secondary,1569415.0,M
36082,37083,32.0,technician,single,tertiary,4294286.0,M
36083,37084,39.0,entrepreneur,single,tertiary,1427783.0,F
36084,37085,40.0,technician,single,secondary,4533042.0,F
36085,37086,35.0,management,divorced,tertiary,4616780.0,M
36086,37087,45.0,blue-collar,married,primary,2265735.0,F
36087,37088,41.0,admin.,single,secondary,802130.0,M
36088,37089,38.0,retired,married,,3391504.0,M
36089,37090,54.0,management,married,tertiary,3673730.0,M
36090,37091,39.0,admin.,single,,4945656.0,F
36091,37092,41.0,blue-collar,married,primary,2864452.0,F
36092,37093,54.0,entrepreneur,married,secondary,2338296.0,F
36093,37094,29.0,blue-collar,married,secondary,4649342.0,M
36094,37095,33.0,blue-collar,married,secondary,2595586.0,M
36095,37096,39.0,services,married,secondary,802077.0,F
36096,37097,29.0,admin.,single,tertiary,849942.0,F
36097,37098,49.0,admin.,divorced,secondary,800876.0,M
36098,37099,29.0,technician,divorced,secondary,1404590.0,M
36099,37100,36.0,management,married,tertiary,772497.0,M
36100,37101,36.0,entrepreneur,single,secondary,236056.0,F
36101,37102,31.0,technician,single,secondary,1560640.0,F
36102,37103,31.0,self-employed,married,tertiary,2358287.0,F
36103,37104,37.0,blue-collar,divorced,primary,2217541.0,F
36104,37105,34.0,technician,married,secondary,831883.0,F
36105,37106,47.0,admin.,married,secondary,3629267.0,M
36106,37107,38.0,blue-collar,divorced,secondary,2577335.0,M
36107,37108,39.0,management,married,tertiary,3817862.0,F
36108,37109,35.0,student,single,tertiary,2966591.0,M
36109,37110,30.0,student,single,secondary,4647432.0,F
36110,37111,43.0,management,divorced,tertiary,4522567.0,M
36111,37112,28.0,technician,single,secondary,2665125.0,F
36112,37113,38.0,admin.,married,secondary,2772997.0,F
36113,37114,46.0,blue-collar,married,primary,4818380.0,M
36114,37115,32.0,technician,married,secondary,4163072.0,F
36115,37116,46.0,blue-collar,married,primary,799277.0,M
36116,37117,37.0,services,married,secondary,3476805.0,F
